string_protein_id,node_idx
9606.ENSP00000365441,211
9606.ENSP00000266041,212
9606.ENSP00000417052,213
9606.ENSP00000384477,214
9606.ENSP00000295206,215
9606.ENSP00000359645,216
9606.ENSP00000265986,217
9606.ENSP00000431840,218
9606.ENSP00000352522,219
9606.ENSP00000292852,220
9606.ENSP00000411073,221
9606.ENSP00000261652,222
9606.ENSP00000360183,223
9606.ENSP00000384290,224
9606.ENSP00000232603,225
9606.ENSP00000256343,226
9606.ENSP00000384675,227
9606.ENSP00000369614,228
9606.ENSP00000265339,229
9606.ENSP00000288828,230
9606.ENSP00000415464,231
9606.ENSP00000304408,232
9606.ENSP00000390647,233
9606.ENSP00000355228,234
9606.ENSP00000499241,235
9606.ENSP00000274625,236
9606.ENSP00000356969,237
9606.ENSP00000319197,238
9606.ENSP00000492260,239
9606.ENSP00000340347,240
9606.ENSP00000225430,241
9606.ENSP00000401888,242
9606.ENSP00000282892,243
9606.ENSP00000496241,244
9606.ENSP00000245934,245
9606.ENSP00000303178,246
9606.ENSP00000238497,247
9606.ENSP00000303222,248
9606.ENSP00000426948,249
9606.ENSP00000367208,250
9606.ENSP00000379721,251
9606.ENSP00000477563,252
9606.ENSP00000400533,253
9606.ENSP00000333813,254
9606.ENSP00000257347,255
9606.ENSP00000251636,256
9606.ENSP00000251607,257
9606.ENSP00000292427,258
9606.ENSP00000300107,259
9606.ENSP00000351697,260
9606.ENSP00000303061,261
9606.ENSP00000478501,262
9606.ENSP00000403304,263
9606.ENSP00000299259,264
9606.ENSP00000371267,265
9606.ENSP00000407685,266
9606.ENSP00000442837,267
9606.ENSP00000472546,268
9606.ENSP00000421380,269
9606.ENSP00000263100,270
9606.ENSP00000356094,271
9606.ENSP00000352408,272
9606.ENSP00000310120,273
9606.ENSP00000400646,274
9606.ENSP00000340823,275
9606.ENSP00000264263,276
9606.ENSP00000356382,277
9606.ENSP00000305595,278
9606.ENSP00000495247,279
9606.ENSP00000246957,280
9606.ENSP00000365651,281
9606.ENSP00000337354,282
9606.ENSP00000368486,283
9606.ENSP00000386209,284
9606.ENSP00000461865,285
9606.ENSP00000248594,286
9606.ENSP00000314499,287
9606.ENSP00000266079,288
9606.ENSP00000296026,289
9606.ENSP00000229195,290
9606.ENSP00000384347,291
9606.ENSP00000337065,292
9606.ENSP00000231461,293
9606.ENSP00000348385,294
9606.ENSP00000323328,295
9606.ENSP00000296280,296
9606.ENSP00000228918,297
9606.ENSP00000323568,298
9606.ENSP00000435010,299
9606.ENSP00000236925,300
9606.ENSP00000356737,301
9606.ENSP00000416338,302
9606.ENSP00000223366,303
9606.ENSP00000302216,304
9606.ENSP00000317334,305
9606.ENSP00000377447,306
9606.ENSP00000411825,307
9606.ENSP00000243918,308
9606.ENSP00000379696,309
9606.ENSP00000312995,310
9606.ENSP00000462945,311
9606.ENSP00000316609,312
9606.ENSP00000273610,313
9606.ENSP00000414851,314
9606.ENSP00000406986,315
9606.ENSP00000380307,316
9606.ENSP00000491969,317
9606.ENSP00000378578,318
9606.ENSP00000361473,319
9606.ENSP00000236040,320
9606.ENSP00000361540,321
9606.ENSP00000352565,322
9606.ENSP00000361746,323
9606.ENSP00000482218,324
9606.ENSP00000451976,325
9606.ENSP00000479266,326
9606.ENSP00000420311,327
9606.ENSP00000156084,328
9606.ENSP00000304127,329
9606.ENSP00000329558,330
9606.ENSP00000357393,331
9606.ENSP00000328484,332
9606.ENSP00000362217,333
9606.ENSP00000368646,334
9606.ENSP00000372139,335
9606.ENSP00000277526,336
9606.ENSP00000375080,337
9606.ENSP00000325589,338
9606.ENSP00000381026,339
9606.ENSP00000255608,340
9606.ENSP00000444357,341
9606.ENSP00000388001,342
9606.ENSP00000369857,343
9606.ENSP00000321711,344
9606.ENSP00000260363,345
9606.ENSP00000269141,346
9606.ENSP00000372750,347
9606.ENSP00000357484,348
9606.ENSP00000392495,349
9606.ENSP00000377783,350
9606.ENSP00000249910,351
9606.ENSP00000363377,352
9606.ENSP00000421801,353
9606.ENSP00000482581,354
9606.ENSP00000221307,355
9606.ENSP00000394049,356
9606.ENSP00000219197,357
9606.ENSP00000260526,358
9606.ENSP00000219169,359
9606.ENSP00000216075,360
9606.ENSP00000228347,361
9606.ENSP00000367623,362
9606.ENSP00000405635,363
9606.ENSP00000267082,364
9606.ENSP00000363976,365
9606.ENSP00000355658,366
9606.ENSP00000260453,367
9606.ENSP00000499900,368
9606.ENSP00000337383,369
9606.ENSP00000366746,370
9606.ENSP00000326128,371
9606.ENSP00000420617,372
9606.ENSP00000254079,373
9606.ENSP00000378416,374
9606.ENSP00000434847,375
9606.ENSP00000261884,376
9606.ENSP00000323435,377
9606.ENSP00000495273,378
9606.ENSP00000369816,379
9606.ENSP00000264187,380
9606.ENSP00000422188,381
9606.ENSP00000355090,382
9606.ENSP00000452007,383
9606.ENSP00000375151,384
9606.ENSP00000453801,385
9606.ENSP00000497444,386
9606.ENSP00000302562,387
9606.ENSP00000381657,388
9606.ENSP00000175091,389
9606.ENSP00000276594,390
9606.ENSP00000409924,391
9606.ENSP00000373715,392
9606.ENSP00000268138,393
9606.ENSP00000227266,394
9606.ENSP00000300182,395
9606.ENSP00000312814,396
9606.ENSP00000380008,397
9606.ENSP00000359000,398
9606.ENSP00000296782,399
9606.ENSP00000461879,400
9606.ENSP00000261208,401
9606.ENSP00000377075,402
9606.ENSP00000420714,403
9606.ENSP00000425493,404
9606.ENSP00000494965,405
9606.ENSP00000377372,406
9606.ENSP00000338934,407
9606.ENSP00000228318,408
9606.ENSP00000261523,409
9606.ENSP00000296581,410
9606.ENSP00000419361,411
9606.ENSP00000441126,412
9606.ENSP00000428994,413
9606.ENSP00000392423,414
9606.ENSP00000487164,415
9606.ENSP00000365959,416
9606.ENSP00000259154,417
9606.ENSP00000366519,418
9606.ENSP00000427900,419
9606.ENSP00000378340,420
9606.ENSP00000351059,421
9606.ENSP00000254066,422
9606.ENSP00000399415,423
9606.ENSP00000264079,424
9606.ENSP00000381775,425
9606.ENSP00000358999,426
9606.ENSP00000385247,427
9606.ENSP00000185206,428
9606.ENSP00000346901,429
9606.ENSP00000229314,430
9606.ENSP00000433681,431
9606.ENSP00000371886,432
9606.ENSP00000385461,433
9606.ENSP00000250263,434
9606.ENSP00000489706,435
9606.ENSP00000360412,436
9606.ENSP00000242480,437
9606.ENSP00000296257,438
9606.ENSP00000377015,439
9606.ENSP00000329471,440
9606.ENSP00000291554,441
9606.ENSP00000247271,442
9606.ENSP00000354826,443
9606.ENSP00000320089,444
9606.ENSP00000269195,445
9606.ENSP00000252593,446
9606.ENSP00000264033,447
9606.ENSP00000228644,448
9606.ENSP00000216540,449
9606.ENSP00000484903,450
9606.ENSP00000219240,451
9606.ENSP00000265113,452
9606.ENSP00000423660,453
9606.ENSP00000417404,454
9606.ENSP00000296513,455
9606.ENSP00000444503,456
9606.ENSP00000495811,457
9606.ENSP00000389600,458
9606.ENSP00000416959,459
9606.ENSP00000360058,460
9606.ENSP00000348924,461
9606.ENSP00000369157,462
9606.ENSP00000379904,463
9606.ENSP00000365962,464
9606.ENSP00000266025,465
9606.ENSP00000406209,466
9606.ENSP00000260228,467
9606.ENSP00000402338,468
9606.ENSP00000223324,469
9606.ENSP00000450527,470
9606.ENSP00000353600,471
9606.ENSP00000246012,472
9606.ENSP00000292614,473
9606.ENSP00000348753,474
9606.ENSP00000353720,475
9606.ENSP00000313172,476
9606.ENSP00000312185,477
9606.ENSP00000375653,478
9606.ENSP00000411012,479
9606.ENSP00000329170,480
9606.ENSP00000072869,481
9606.ENSP00000216039,482
9606.ENSP00000457718,483
9606.ENSP00000263657,484
9606.ENSP00000371505,485
9606.ENSP00000371101,486
9606.ENSP00000491768,487
9606.ENSP00000288266,488
9606.ENSP00000259089,489
9606.ENSP00000428976,490
9606.ENSP00000387229,491
9606.ENSP00000314067,492
9606.ENSP00000349493,493
9606.ENSP00000478962,494
9606.ENSP00000262584,495
9606.ENSP00000377265,496
9606.ENSP00000379654,497
9606.ENSP00000352463,498
9606.ENSP00000259989,499
9606.ENSP00000307889,500
9606.ENSP00000494125,501
9606.ENSP00000496394,502
9606.ENSP00000261636,503
9606.ENSP00000387111,504
9606.ENSP00000300226,505
9606.ENSP00000263334,506
9606.ENSP00000306866,507
9606.ENSP00000301873,508
9606.ENSP00000402033,509
9606.ENSP00000316329,510
9606.ENSP00000380120,511
9606.ENSP00000434511,512
9606.ENSP00000477515,513
9606.ENSP00000307004,514
9606.ENSP00000262494,515
9606.ENSP00000334410,516
9606.ENSP00000225844,517
9606.ENSP00000244020,518
9606.ENSP00000308944,519
9606.ENSP00000481022,520
9606.ENSP00000455791,521
9606.ENSP00000480186,522
9606.ENSP00000292035,523
9606.ENSP00000335040,524
9606.ENSP00000216629,525
9606.ENSP00000296028,526
9606.ENSP00000355133,527
9606.ENSP00000382323,528
9606.ENSP00000357622,529
9606.ENSP00000301587,530
9606.ENSP00000349351,531
9606.ENSP00000364398,532
9606.ENSP00000364320,533
9606.ENSP00000316176,534
9606.ENSP00000492975,535
9606.ENSP00000402723,536
9606.ENSP00000261503,537
9606.ENSP00000252242,538
9606.ENSP00000353013,539
9606.ENSP00000289672,540
9606.ENSP00000245255,541
9606.ENSP00000311399,542
9606.ENSP00000306881,543
9606.ENSP00000369325,544
9606.ENSP00000420477,545
9606.ENSP00000469455,546
9606.ENSP00000402154,547
9606.ENSP00000371929,548
9606.ENSP00000323853,549
9606.ENSP00000265969,550
9606.ENSP00000266659,551
9606.ENSP00000429344,552
9606.ENSP00000362409,553
9606.ENSP00000312706,554
9606.ENSP00000358840,555
9606.ENSP00000413196,556
9606.ENSP00000363643,557
9606.ENSP00000376177,558
9606.ENSP00000376893,559
9606.ENSP00000232888,560
9606.ENSP00000410481,561
9606.ENSP00000298198,562
9606.ENSP00000452126,563
9606.ENSP00000305005,564
9606.ENSP00000242249,565
9606.ENSP00000361850,566
9606.ENSP00000384770,567
9606.ENSP00000320006,568
9606.ENSP00000305204,569
9606.ENSP00000360025,570
9606.ENSP00000381430,571
9606.ENSP00000338019,572
9606.ENSP00000256460,573
9606.ENSP00000259512,574
9606.ENSP00000325708,575
9606.ENSP00000443654,576
9606.ENSP00000290401,577
9606.ENSP00000364261,578
9606.ENSP00000485129,579
9606.ENSP00000257789,580
9606.ENSP00000256644,581
9606.ENSP00000374332,582
9606.ENSP00000477141,583
9606.ENSP00000478352,584
9606.ENSP00000317895,585
9606.ENSP00000312367,586
9606.ENSP00000370527,587
9606.ENSP00000418018,588
9606.ENSP00000348089,589
9606.ENSP00000322524,590
9606.ENSP00000258317,591
9606.ENSP00000359295,592
9606.ENSP00000193322,593
9606.ENSP00000297988,594
9606.ENSP00000419260,595
9606.ENSP00000339577,596
9606.ENSP00000392197,597
9606.ENSP00000471894,598
9606.ENSP00000268711,599
9606.ENSP00000322784,600
9606.ENSP00000259455,601
9606.ENSP00000342023,602
9606.ENSP00000373347,603
9606.ENSP00000463559,604
9606.ENSP00000229238,605
9606.ENSP00000350686,606
9606.ENSP00000361199,607
9606.ENSP00000324701,608
9606.ENSP00000256383,609
9606.ENSP00000398495,610
9606.ENSP00000293883,611
9606.ENSP00000426070,612
9606.ENSP00000418994,613
9606.ENSP00000393241,614
9606.ENSP00000334223,615
9606.ENSP00000246802,616
9606.ENSP00000265388,617
9606.ENSP00000308820,618
9606.ENSP00000342778,619
9606.ENSP00000296597,620
9606.ENSP00000320604,621
9606.ENSP00000303490,622
9606.ENSP00000363804,623
9606.ENSP00000422793,624
9606.ENSP00000054950,625
9606.ENSP00000427679,626
9606.ENSP00000289382,627
9606.ENSP00000468253,628
9606.ENSP00000367154,629
9606.ENSP00000378488,630
9606.ENSP00000334181,631
9606.ENSP00000371398,632
9606.ENSP00000284311,633
9606.ENSP00000260264,634
9606.ENSP00000341268,635
9606.ENSP00000261918,636
9606.ENSP00000379566,637
9606.ENSP00000371201,638
9606.ENSP00000356169,639
9606.ENSP00000221403,640
9606.ENSP00000270458,641
9606.ENSP00000348074,642
9606.ENSP00000399851,643
9606.ENSP00000253413,644
9606.ENSP00000382770,645
9606.ENSP00000262746,646
9606.ENSP00000398017,647
9606.ENSP00000377724,648
9606.ENSP00000371347,649
9606.ENSP00000298717,650
9606.ENSP00000360472,651
9606.ENSP00000365569,652
9606.ENSP00000371133,653
9606.ENSP00000291823,654
9606.ENSP00000292599,655
9606.ENSP00000281382,656
9606.ENSP00000356574,657
9606.ENSP00000356607,658
9606.ENSP00000431240,659
9606.ENSP00000454786,660
9606.ENSP00000279873,661
9606.ENSP00000221957,662
9606.ENSP00000274054,663
9606.ENSP00000287777,664
9606.ENSP00000352645,665
9606.ENSP00000400591,666
9606.ENSP00000324287,667
9606.ENSP00000363516,668
9606.ENSP00000410798,669
9606.ENSP00000164133,670
9606.ENSP00000342136,671
9606.ENSP00000323099,672
9606.ENSP00000499501,673
9606.ENSP00000332604,674
9606.ENSP00000250111,675
9606.ENSP00000279101,676
9606.ENSP00000367972,677
9606.ENSP00000299443,678
9606.ENSP00000264883,679
9606.ENSP00000252891,680
9606.ENSP00000495202,681
9606.ENSP00000354553,682
9606.ENSP00000337850,683
9606.ENSP00000357798,684
9606.ENSP00000419184,685
9606.ENSP00000364639,686
9606.ENSP00000337598,687
9606.ENSP00000271640,688
9606.ENSP00000258499,689
9606.ENSP00000444812,690
9606.ENSP00000389060,691
9606.ENSP00000367545,692
9606.ENSP00000315017,693
9606.ENSP00000240615,694
9606.ENSP00000498991,695
9606.ENSP00000252992,696
9606.ENSP00000254337,697
9606.ENSP00000364864,698
9606.ENSP00000347168,699
9606.ENSP00000418037,700
9606.ENSP00000318690,701
9606.ENSP00000455469,702
9606.ENSP00000263598,703
9606.ENSP00000483599,704
9606.ENSP00000299178,705
9606.ENSP00000354722,706
9606.ENSP00000442397,707
9606.ENSP00000341292,708
9606.ENSP00000307959,709
9606.ENSP00000416269,710
9606.ENSP00000347454,711
9606.ENSP00000461930,712
9606.ENSP00000455607,713
9606.ENSP00000310406,714
9606.ENSP00000296412,715
9606.ENSP00000399862,716
9606.ENSP00000480043,717
9606.ENSP00000334314,718
9606.ENSP00000500034,719
9606.ENSP00000400252,720
9606.ENSP00000264896,721
9606.ENSP00000269394,722
9606.ENSP00000325376,723
9606.ENSP00000221130,724
9606.ENSP00000253329,725
9606.ENSP00000362170,726
9606.ENSP00000216037,727
9606.ENSP00000253719,728
9606.ENSP00000305976,729
9606.ENSP00000350786,730
9606.ENSP00000383225,731
9606.ENSP00000392353,732
9606.ENSP00000230538,733
9606.ENSP00000261842,734
9606.ENSP00000479536,735
9606.ENSP00000370698,736
9606.ENSP00000495726,737
9606.ENSP00000498872,738
9606.ENSP00000406050,739
9606.ENSP00000316786,740
9606.ENSP00000475216,741
9606.ENSP00000316589,742
9606.ENSP00000227868,743
9606.ENSP00000362179,744
9606.ENSP00000344855,745
9606.ENSP00000493103,746
9606.ENSP00000443647,747
9606.ENSP00000388823,748
9606.ENSP00000349543,749
9606.ENSP00000361524,750
9606.ENSP00000411256,751
9606.ENSP00000234198,752
9606.ENSP00000323740,753
9606.ENSP00000367406,754
9606.ENSP00000271889,755
9606.ENSP00000246006,756
9606.ENSP00000417418,757
9606.ENSP00000358437,758
9606.ENSP00000348471,759
9606.ENSP00000216271,760
9606.ENSP00000342216,761
9606.ENSP00000433415,762
9606.ENSP00000261369,763
9606.ENSP00000270708,764
9606.ENSP00000306614,765
9606.ENSP00000357669,766
9606.ENSP00000233575,767
9606.ENSP00000363779,768
9606.ENSP00000421076,769
9606.ENSP00000422375,770
9606.ENSP00000368605,771
9606.ENSP00000239449,772
9606.ENSP00000338860,773
9606.ENSP00000365687,774
9606.ENSP00000448051,775
9606.ENSP00000490576,776
9606.ENSP00000400500,777
9606.ENSP00000366942,778
9606.ENSP00000423861,779
9606.ENSP00000310832,780
9606.ENSP00000320560,781
9606.ENSP00000428480,782
9606.ENSP00000462998,783
9606.ENSP00000331845,784
9606.ENSP00000333982,785
9606.ENSP00000269881,786
9606.ENSP00000233154,787
9606.ENSP00000435954,788
9606.ENSP00000381133,789
9606.ENSP00000429690,790
9606.ENSP00000407545,791
9606.ENSP00000261888,792
9606.ENSP00000261439,793
9606.ENSP00000392043,794
9606.ENSP00000216455,795
9606.ENSP00000307272,796
9606.ENSP00000362744,797
9606.ENSP00000380155,798
9606.ENSP00000384651,799
9606.ENSP00000362082,800
9606.ENSP00000354003,801
9606.ENSP00000364243,802
9606.ENSP00000498803,803
9606.ENSP00000304429,804
9606.ENSP00000340796,805
9606.ENSP00000358778,806
9606.ENSP00000312811,807
9606.ENSP00000332340,808
9606.ENSP00000490107,809
9606.ENSP00000319546,810
9606.ENSP00000412189,811
9606.ENSP00000005386,812
9606.ENSP00000306490,813
9606.ENSP00000280904,814
9606.ENSP00000321927,815
9606.ENSP00000377681,816
9606.ENSP00000378897,817
9606.ENSP00000257868,818
9606.ENSP00000361634,819
9606.ENSP00000425658,820
9606.ENSP00000229379,821
9606.ENSP00000380559,822
9606.ENSP00000418112,823
9606.ENSP00000341422,824
9606.ENSP00000254325,825
9606.ENSP00000329106,826
9606.ENSP00000381773,827
9606.ENSP00000233954,828
9606.ENSP00000363616,829
9606.ENSP00000393313,830
9606.ENSP00000467494,831
9606.ENSP00000242465,832
9606.ENSP00000354612,833
9606.ENSP00000480573,834
9606.ENSP00000306496,835
9606.ENSP00000319417,836
9606.ENSP00000343925,837
9606.ENSP00000220592,838
9606.ENSP00000340505,839
9606.ENSP00000368981,840
9606.ENSP00000333157,841
9606.ENSP00000216727,842
9606.ENSP00000383920,843
9606.ENSP00000362255,844
9606.ENSP00000384179,845
9606.ENSP00000166244,846
9606.ENSP00000312455,847
9606.ENSP00000261590,848
9606.ENSP00000477713,849
9606.ENSP00000363524,850
9606.ENSP00000404923,851
9606.ENSP00000497423,852
9606.ENSP00000422554,853
9606.ENSP00000484928,854
9606.ENSP00000278980,855
9606.ENSP00000354206,856
9606.ENSP00000386881,857
9606.ENSP00000477815,858
9606.ENSP00000337103,859
9606.ENSP00000320566,860
9606.ENSP00000320130,861
9606.ENSP00000358983,862
9606.ENSP00000221996,863
9606.ENSP00000426848,864
9606.ENSP00000358089,865
9606.ENSP00000322568,866
9606.ENSP00000328169,867
9606.ENSP00000232744,868
9606.ENSP00000362057,869
9606.ENSP00000305924,870
9606.ENSP00000377036,871
9606.ENSP00000389182,872
9606.ENSP00000367890,873
9606.ENSP00000238682,874
9606.ENSP00000267116,875
9606.ENSP00000252011,876
9606.ENSP00000366934,877
9606.ENSP00000283148,878
9606.ENSP00000399808,879
9606.ENSP00000365588,880
9606.ENSP00000257572,881
9606.ENSP00000397259,882
9606.ENSP00000338186,883
9606.ENSP00000466718,884
9606.ENSP00000344544,885
9606.ENSP00000259030,886
9606.ENSP00000258821,887
9606.ENSP00000164139,888
9606.ENSP00000355837,889
9606.ENSP00000265978,890
9606.ENSP00000326531,891
9606.ENSP00000299565,892
9606.ENSP00000386041,893
9606.ENSP00000443824,894
9606.ENSP00000252590,895
9606.ENSP00000395232,896
9606.ENSP00000256339,897
9606.ENSP00000354643,898
9606.ENSP00000328079,899
9606.ENSP00000298396,900
9606.ENSP00000387739,901
9606.ENSP00000467579,902
9606.ENSP00000496044,903
9606.ENSP00000496870,904
9606.ENSP00000199814,905
9606.ENSP00000365530,906
9606.ENSP00000309548,907
9606.ENSP00000375678,908
9606.ENSP00000380073,909
9606.ENSP00000331172,910
9606.ENSP00000391592,911
9606.ENSP00000265440,912
9606.ENSP00000360988,913
9606.ENSP00000355991,914
9606.ENSP00000321345,915
9606.ENSP00000355279,916
9606.ENSP00000368982,917
9606.ENSP00000480986,918
9606.ENSP00000261769,919
9606.ENSP00000329243,920
9606.ENSP00000219439,921
9606.ENSP00000478589,922
9606.ENSP00000483397,923
9606.ENSP00000469240,924
9606.ENSP00000230461,925
9606.ENSP00000339299,926
9606.ENSP00000346603,927
9606.ENSP00000371813,928
9606.ENSP00000237163,929
9606.ENSP00000495750,930
9606.ENSP00000382334,931
9606.ENSP00000339398,932
9606.ENSP00000264463,933
9606.ENSP00000331504,934
9606.ENSP00000318803,935
9606.ENSP00000311984,936
9606.ENSP00000335463,937
9606.ENSP00000366604,938
9606.ENSP00000305651,939
9606.ENSP00000248598,940
9606.ENSP00000263798,941
9606.ENSP00000335655,942
9606.ENSP00000419970,943
9606.ENSP00000482609,944
9606.ENSP00000231368,945
9606.ENSP00000376077,946
9606.ENSP00000233838,947
9606.ENSP00000356899,948
9606.ENSP00000355607,949
9606.ENSP00000427888,950
9606.ENSP00000468837,951
9606.ENSP00000346139,952
9606.ENSP00000355306,953
9606.ENSP00000318234,954
9606.ENSP00000379563,955
9606.ENSP00000219548,956
9606.ENSP00000493431,957
9606.ENSP00000198536,958
9606.ENSP00000353508,959
9606.ENSP00000424896,960
9606.ENSP00000365682,961
9606.ENSP00000337972,962
9606.ENSP00000337332,963
9606.ENSP00000364498,964
9606.ENSP00000425634,965
9606.ENSP00000375844,966
9606.ENSP00000363414,967
9606.ENSP00000253496,968
9606.ENSP00000481321,969
9606.ENSP00000222008,970
9606.ENSP00000313881,971
9606.ENSP00000441929,972
9606.ENSP00000254227,973
9606.ENSP00000323148,974
9606.ENSP00000355771,975
9606.ENSP00000301466,976
9606.ENSP00000354532,977
9606.ENSP00000314615,978
9606.ENSP00000259008,979
9606.ENSP00000330484,980
9606.ENSP00000296674,981
9606.ENSP00000252939,982
9606.ENSP00000326519,983
9606.ENSP00000247668,984
9606.ENSP00000299518,985
9606.ENSP00000472802,986
9606.ENSP00000378830,987
9606.ENSP00000419457,988
9606.ENSP00000266980,989
9606.ENSP00000211287,990
9606.ENSP00000339824,991
9606.ENSP00000277540,992
9606.ENSP00000386414,993
9606.ENSP00000376440,994
9606.ENSP00000364003,995
9606.ENSP00000381461,996
9606.ENSP00000263246,997
